hour,day_of_week,month,CO_lag1,CO_lag2,NOx_lag1,NOx_lag2,C6H6_lag1,C6H6_lag2,CO_rolling_mean,CO_rolling_std,NOx_rolling_mean,NOx_rolling_std,C6H6_rolling_mean,C6H6_rolling_std,PT08.S1(CO),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3)
11,3,3,1.7,2.2,112.0,129.0,6.335782437222818,9.540642925320222,1.8,0.3605551275463974,112.0,17.000000000000036,6.949336374668536,2.3455088437957916,1178.75,1327.5,1361.75,670.5
12,3,3,1.5,1.7,95.0,112.0,4.971583761462568,6.335782437222818,1.5999999999999999,0.09999999999999422,103.66666666666667,8.504900548115481,5.508095066190118,0.727218765522608,1236.0,1301.25,1401.25,664.0
13,3,3,1.6,1.5,104.0,95.0,5.216918999884966,4.971583761462568,1.6666666666666667,0.20816659994661038,115.0,27.22131517763242,5.819478706294408,1.262105925143987,1285.5,1162.25,1536.75,799.0
14,3,3,1.9,1.6,146.0,104.0,7.26993335753569,5.216918999884966,2.1333333333333333,0.6806859285554037,152.33333333333334,51.79124765183141,8.00861985699479,3.2251268430476183,1371.0,983.25,1730.25,1036.5
15,3,3,2.9,1.9,207.0,146.0,11.539007213563714,7.26993335753569,2.3333333333333335,0.5131601439446872,179.0,30.805843601498708,9.211721099185539,2.160487131085867,1310.0,1081.75,1646.5,946.25
16,3,3,2.2,2.9,184.0,207.0,8.826222726457212,11.539007213563714,2.433333333333333,0.4041451884327364,194.66666666666666,11.590225767142423,9.555547785594248,1.7376534981654035,1291.75,1102.5,1590.75,956.75
17,3,3,2.2,2.2,193.0,184.0,8.301413416761816,8.826222726457212,2.4333333333333336,0.4041451884327364,206.66666666666666,31.785741037976955,9.426405786449477,1.5169142692532858,1383.0,1008.0,1718.75,1104.0
18,3,3,2.9,2.2,243.0,193.0,11.151581216129404,8.301413416761816,3.2999999999999994,1.3453624047073702,239.0,44.13615298142781,13.417403831450587,6.549750898214111,1580.75,798.5,2083.0,1408.5
19,3,3,4.8,2.9,281.0,243.0,20.799216861460543,11.151581216129404,4.866666666666666,2.0008331597945217,302.3333333333333,72.39705334703433,19.770201857058904,8.152962877063628,1775.5,702.25,2332.5,1704.0
20,3,3,6.9,4.8,383.0,281.0,27.359807493586764,20.799216861460543,5.933333333333333,1.0598742063723077,338.3333333333333,52.1664004253057,24.058927096998843,3.2804890789646373,1640.0,742.75,2191.25,1653.75
21,3,3,6.1,6.9,351.0,383.0,24.017756935949222,27.359807493586764,5.633333333333333,1.5534906930308041,324.6666666666667,75.04887296511079,21.38564422609805,7.638279592359429,1312.75,957.25,1706.5,1284.75
22,3,3,3.9,6.1,240.0,351.0,12.779368248758171,24.017756935949222,3.8333333333333335,2.3007245235649845,228.33333333333334,128.89659938622637,13.834732367984051,9.69850421568737,964.5,1325.25,1332.5,821.0
23,3,3,1.5,3.9,94.0,240.0,4.707071919244755,12.779368248758171,2.1333333333333333,1.5502687938977955,127.0,100.64293318460068,6.710720559204506,5.355712367441751,912.75,1564.5,1252.25,551.75
0,4,3,1.0,1.5,47.0,94.0,2.6457215096105893,4.707071919244755,1.4000000000000001,0.36055512754638785,87.66666666666667,37.89898855290634,4.402531647706128,1.6260710937122835,1080.25,1253.5,1375.0,815.5
1,4,3,1.7,1.0,122.0,47.0,5.85480151426304,2.6457215096105893,1.5333333333333332,0.47258156262525236,100.66666666666667,46.800997140374335,4.95827351118172,2.0195028081905084,1043.75,1247.25,1378.25,831.5
2,4,3,1.9,1.7,133.0,122.0,6.37429750967153,5.85480151426304,1.6666666666666667,0.2516611478423426,112.33333333333333,26.839026311200776,5.453813606346013,1.1735351861971821,987.75,1395.5,1303.5,691.5
3,4,3,1.4,1.9,82.0,133.0,4.132341795103469,6.37429750967153,1.3666666666666665,0.5507570547286029,153.9604172065302,84.41540795977079,4.125361313304008,2.2524345496917464,888.75,1680.25,1187.0,512.0
4,4,3,0.8,1.4,246.88125161959056,82.0,1.8694446351370275,4.132341795103469,1.4509165146381724,0.677810593556489,116.62708387319685,116.85401645420343,2.3566930139607836,1.5890744434002253,831.0,1892.75,1133.75,384.0
5,4,3,2.152749543914517,0.8,21.0,246.88125161959056,1.0682926116418547,1.8694446351370275,1.1842498479715056,0.8446855898979638,99.29375053986352,127.89371703183396,1.3200506152516116,0.47634183085883114,847.25,1894.5,1154.75,394.0
6,4,3,0.6,2.152749543914517,30.0,21.0,1.0224145989759523,1.0682926116418547,1.1842498479715056,0.8446855898979638,35.666666666666664,18.175074506953695,1.3070461454842623,0.45384485759105614,927.0,1684.75,1222.75,486.5
7,4,3,0.8,0.6,56.0,30.0,1.83043122583498,1.0224145989759523,0.9333333333333332,0.4163331998932172,65.0,40.26164427839465,2.40406227389181,1.7408500454382758,1090.5,1387.0,1360.75,748.25
8,4,3,1.4,0.8,109.0,56.0,4.359340996864498,1.83043122583498,2.1999999999999997,1.9287301521985891,157.33333333333334,132.29638443031362,8.018452975844438,8.621100751351456,1587.0,896.5,1900.25,1400.25
9,4,3,4.4,1.4,307.0,109.0,17.865586704833834,4.359340996864498,2.650916514638172,1.560809965383352,220.9604172065302,101.51313827530882,14.766363254973987,9.255139698967339,1544.5,767.25,2058.0,1587.75
10,4,3,2.152749543914517,4.4,246.88125161959056,307.0,22.074162063223632,17.865586704833834,3.217583181304839,1.1282300326123305,246.9604172065302,60.00003916992569,17.988920044936354,4.024992784778414,1350.25,912.0,1711.75,1237.0
11,4,3,3.1,2.152749543914517,187.0,246.88125161959056,14.02701136675159,22.074162063223632,2.6509165146381726,0.47552891398944336,216.62708387319685,29.945550579680415,15.915606663226425,5.464757821458077,1262.75,969.0,1598.25,1166.5
12,4,3,2.7,3.1,216.0,187.0,11.645646559704057,14.02701136675159,2.6333333333333333,0.5033222956847084,182.0,36.755951898978225,11.965773356802826,1.9212823263891092,1206.25,1034.5,1537.0,959.0
13,4,3,2.1,2.7,143.0,216.0,10.224662143952829,11.645646559704057,2.4333333333333336,0.30550504633037534,173.0,38.19685850956857,10.97008158098591,0.7130630487283987,1251.5,1007.5,1592.75,983.0
14,4,3,2.5,2.1,160.0,143.0,11.03993603930084,10.224662143952829,2.433333333333333,0.30550504633037534,155.33333333333334,10.785793124909008,11.360348126556431,1.3252675476652827,1287.0,948.75,1660.25,1060.75
15,4,3,2.7,2.5,163.0,160.0,12.816446196415624,11.03993603930084,2.6999999999999997,0.1999999999999791,171.0,16.522711641858336,12.676744471208863,1.5716212816771267,1352.75,921.75,1740.0,1139.25
16,4,3,2.9,2.7,190.0,163.0,14.173851177910128,12.816446196415624,2.8000000000000003,0.09999999999995848,177.0,13.52774925846872,13.226955159232824,0.8224477954358286,1309.0,954.0,1657.25,1112.25
17,4,3,2.8,2.9,178.0,190.0,12.690568103372724,14.173851177910128,2.6999999999999997,0.2645751311064433,172.66666666666666,20.526405757787558,12.867608232515847,1.2273371256400878,1274.0,1005.75,1609.75,993.75
18,4,3,2.4,2.8,150.0,178.0,11.738405416264689,12.690568103372724,3.033333333333333,0.7767453465153976,178.0,28.00000000000001,14.573316135303457,4.11325680132296,1509.5,812.25,1909.75,1409.5
19,4,3,3.9,2.4,206.0,150.0,19.290974886272963,11.738405416264689,3.3333333333333335,0.8144527815247027,186.0,31.24099870362663,16.41851953141168,4.087914999734406,1525.25,821.0,1846.75,1447.75
20,4,3,3.7,3.9,202.0,206.0,18.226178291697384,19.290974886272963,4.733333333333333,1.619670748434176,249.33333333333334,78.54510381515409,23.357810508346933,7.983877872436326,1843.0,624.0,2390.25,1886.5
21,4,3,6.6,3.7,340.0,202.0,32.55627834707047,18.226178291697384,4.8999999999999995,1.5132745950421522,272.0,69.02173570694958,23.62513340108734,7.790713425646594,1597.75,752.0,1940.5,1626.75
22,4,3,4.4,6.6,274.0,340.0,20.092943564494178,32.55627834707047,4.833333333333333,1.5947831618540882,289.0,45.39823785126467,22.32352144473137,9.319862139644021,1483.5,839.0,1723.0,1491.0
23,4,3,3.5,4.4,253.0,274.0,14.321342422629458,20.092943564494178,4.433333333333334,0.9504384952922116,275.6666666666667,23.54428451521373,18.74238368551852,3.924122434623148,1677.25,740.5,2062.0,1657.0
0,5,3,5.4,3.5,300.0,253.0,21.81286506943192,14.321342422629458,3.866666666666667,1.386842937514311,248.66666666666666,53.63145843004209,15.257735768859932,6.140714387214745,1279.5,962.5,1543.5,1285.25
1,5,3,2.7,5.4,193.0,300.0,9.63899981451842,21.81286506943192,3.3333333333333335,1.8339392937971863,210.66666666666666,81.9410357106458,12.942334783832214,7.7650496829353575,1196.25,1071.25,1463.25,1144.25
2,5,3,1.9,2.7,139.0,193.0,7.375139467546298,9.63899981451842,2.066666666666667,0.5686240703077212,138.33333333333334,55.00303021955547,7.46124781725072,2.13599994825425,1183.75,1176.25,1364.5,1042.75
3,5,3,1.6,1.9,83.0,139.0,5.369604169687442,7.375139467546298,1.7333333333333334,0.1527525231651507,156.2937505398635,83.29808829680402,6.044949192259146,1.1520241692310673,1171.75,1178.5,1379.75,995.5
4,5,3,1.7,1.6,246.88125161959056,83.0,5.390103939543701,5.369604169687442,1.8175831813048393,0.2945375493357991,146.2937505398635,88.07601279632307,5.652916690842365,0.47306941356478605,1147.0,1132.25,1411.75,991.5
5,5,3,2.152749543914517,1.7,109.0,246.88125161959056,6.199041963295953,5.390103939543701,1.6175831813048391,0.5807773039226322,139.2937505398635,96.09137730012615,4.7223593674058355,1.9006633291565733,978.25,1420.25,1274.25,819.25
6,5,3,1.0,2.152749543914517,62.0,109.0,2.577932199377853,6.199041963295953,1.4509165146381724,0.615976623531603,74.66666666666667,30.072135496724165,3.8951740573655464,2.002044504861257,1099.5,1406.25,1267.5,835.0
7,5,3,1.2,1.0,53.0,62.0,2.908548009422834,2.577932199377853,1.2333333333333334,0.2516611478423306,84.66666666666667,47.268735262680096,3.5409120125083695,1.3914625839084347,1112.25,1228.0,1408.5,939.75
8,5,3,1.5,1.2,139.0,53.0,5.136255828724421,2.908548009422834,1.8,0.793725393319369,149.33333333333334,101.89373549602219,6.620647479713202,4.636087845608002,1335.5,935.25,1678.0,1191.75
9,5,3,2.7,1.5,256.0,139.0,11.817138600992353,5.136255828724421,2.6333333333333333,1.1015141094572147,230.0,81.18497397917916,10.697851876041447,5.09501057318652,1408.3333333333,830.33333333333,1776.6666666667,1411.0
10,5,3,3.7,2.7,295.0,256.0,15.140161198407569,11.817138600992353,3.2000000000000006,0.49999999999998757,267.0,24.433583445741196,13.290120965102359,1.6932953886651534,1447.0,868.5,1666.75,1465.0
11,5,3,3.2,3.7,250.0,295.0,12.913063095907155,15.140161198407569,3.6666666666666665,0.45092497528227543,280.3333333333333,26.274195198584707,14.728911046421251,1.6491399944401788,1541.5,808.25,1779.75,1582.5
12,5,3,4.1,3.2,296.0,250.0,16.133508844949027,12.913063095907155,3.6333333333333333,0.4509249752822754,261.6666666666667,30.237945256470915,14.355290986890397,1.636302126476668,1451.25,875.25,1679.25,1387.25
13,5,3,3.6,4.1,239.0,296.0,14.019301019815009,16.133508844949027,3.5,0.6557438524301904,229.33333333333334,71.98842499550419,14.144157980654859,1.9299538385615183,1328.25,986.5,1599.5,1100.5
14,5,3,2.8,3.6,153.0,239.0,12.279664077200536,14.019301019815009,2.8000000000000003,0.7999999999999916,170.0,62.26556030423238,11.639125891182607,2.756830765572438,1206.5,1087.75,1488.25,849.75
15,5,3,2.0,2.8,118.0,153.0,8.618412576532277,12.279664077200536,2.266666666666667,0.4618802153516849,130.0,19.92485884517125,10.031547797990408,1.968269712943324,1239.5,1049.0,1531.75,947.0
16,5,3,2.0,2.0,119.0,118.0,9.196566740238415,8.618412576532277,2.1666666666666665,0.2886751345947877,125.0,11.269427669584605,9.35328880037172,0.824485405716903,1306.0,1004.0,1554.0,1078.0
17,5,3,2.5,2.0,138.0,119.0,10.244887084344466,9.196566740238415,2.266666666666666,0.2516611478423298,135.0,14.730919862656204,10.017766095018873,0.7344662784586626,1326.0,975.5,1601.5,1083.75
18,5,3,2.3,2.5,148.0,138.0,10.611844460473735,10.244887084344466,2.6666666666666665,0.47258156262524614,171.0,48.754486972995615,12.102980503244495,2.9063151789107002,1472.75,830.5,1779.0,1394.75
19,5,3,3.2,2.3,227.0,148.0,15.452209964915284,10.611844460473735,3.233333333333333,0.9504384952922097,217.33333333333334,65.04101270224298,15.233613029768762,4.516439403332515,1609.0,757.5,1922.0,1611.5
20,5,3,4.2,3.2,277.0,227.0,19.636784663917272,15.452209964915284,3.866666666666667,0.5773502691896136,261.0,29.46183972531244,18.09724084833872,2.300922118577947,1610.75,754.25,1915.0,1697.25
21,5,3,4.2,4.2,279.0,277.0,19.20272791618361,19.636784663917272,4.2,0.0,279.6666666666667,3.055050463303588,19.036274312416865,0.6987679132392035,1620.5,762.0,1860.0,1885.5
22,5,3,4.2,4.2,283.0,279.0,18.269310357149717,19.20272791618361,3.8333333333333335,0.6350852961085774,258.6666666666667,38.734136537856784,16.872247525075704,3.2617098193118608,1444.25,844.0,1747.5,1623.75
23,5,3,3.1,4.2,214.0,283.0,13.14470430189378,18.269310357149717,3.3000000000000003,0.8185352771872367,223.0,56.044625076808224,14.095793937819787,3.7885911083397175,1418.0,892.0,1603.0,1536.25
0,6,3,2.6,3.1,172.0,214.0,10.873367154415863,13.14470430189378,2.8666666666666667,0.25166114784233157,192.0,21.071307505705576,11.660509805150488,1.2861392095712005,1533.5,888.5,1610.75,1534.75
1,6,3,2.9,2.6,190.0,172.0,10.963457959141822,10.873367154415863,2.766666666666667,0.15275252316515103,178.66666666666666,9.865765724632778,11.232334544013668,0.5455915417989097,1483.5,879.75,1624.25,1529.75
2,6,3,2.8,2.9,174.0,190.0,11.86017851848332,10.963457959141822,2.733333333333333,0.20816659994658143,164.0,32.18695387886227,10.48277176689367,1.6704517297250423,1366.75,952.5,1543.0,1337.0
3,6,3,2.5,2.8,128.0,174.0,8.624678823055866,11.86017851848332,2.5666666666666664,0.20816659994658218,182.9604172065302,59.945014838987376,10.074214599403126,1.64377689824225,1344.0,920.5,1619.75,1278.25
4,6,3,2.4,2.5,246.88125161959056,128.0,9.737786456670191,8.624678823055866,2.3509165146381723,0.17875293344258755,148.2937505398635,90.1699591153223,7.851373160976689,2.3696689329427927,1129.5,1130.25,1451.75,1050.5
5,6,3,2.152749543914517,2.4,70.0,246.88125161959056,5.191654203204007,9.737786456670191,1.9175831813048392,0.6336224534983655,123.29375053986352,107.36690745918251,6.193287935399688,3.1648776624284936,1062.0,1271.5,1376.75,929.0
6,6,3,1.2,2.152749543914517,53.0,70.0,3.650423146324865,5.191654203204007,1.4509165146381724,0.6159766235316055,55.666666666666664,13.203534880226362,3.774473094723046,1.3594077536026576,1075.75,1395.25,1333.0,872.25
7,6,3,1.0,1.2,44.0,53.0,2.4813419346402656,3.650423146324865,1.0333333333333334,0.152752523165163,57.0,15.394804318341322,2.853916494414183,0.6902727967522087,1028.25,1383.5,1340.0,853.0
8,6,3,0.9,1.0,74.0,44.0,2.4299844022774177,2.4813419346402656,1.0999999999999999,0.26457513110644043,73.0,28.51315485876683,3.0406121576575327,1.0134867334732875,1154.5,1224.75,1413.75,959.25
9,6,3,1.4,0.9,101.0,74.0,4.210510136054915,2.4299844022774177,1.3,0.36055512754638464,97.66666666666667,22.18858565419051,4.330923749802332,1.9639167033492886,1235.25,1055.25,1527.0,1093.25
10,6,3,1.6,1.4,118.0,101.0,6.352276711074662,4.210510136054915,1.7333333333333336,0.4163331998932129,121.0,21.656407827708016,6.3832991072458976,2.1884650837183153,1331.5,951.75,1613.75,1225.0
11,6,3,2.2,1.6,144.0,118.0,8.587110474608117,6.352276711074662,2.2,0.5999999999999892,146.0,29.051678092668077,8.599640784206597,2.253655353748596,1444.75,878.25,1696.0,1355.25
12,6,3,2.8,2.2,176.0,144.0,10.859535166937013,8.587110474608117,2.6,0.34641016151375487,160.33333333333334,16.010413278030715,10.035487101411361,1.2582996900169714,1415.5,906.75,1676.5,1261.5
13,6,3,2.8,2.8,161.0,176.0,10.659815662688954,10.859535166937013,2.533333333333333,0.46188021535168555,150.0,32.908965343808816,9.68647442859769,1.8615190142823634,1281.25,1083.75,1525.0,980.0
14,6,3,2.0,2.8,113.0,161.0,7.540072456167103,10.659815662688954,2.2,0.5291502622129064,125.66666666666667,31.005375877956162,8.568162304631306,1.811511778284626,1207.25,1103.5,1489.5,872.25
15,6,3,1.8,2.0,103.0,113.0,7.504598795037856,7.540072456167103,1.9000000000000001,0.09999999999994565,109.33333333333333,5.507570547287389,7.734928058610241,0.36864783042223426,1257.75,1081.25,1511.0,900.25
16,6,3,1.9,1.8,112.0,103.0,8.160112924625768,7.504598795037856,2.2333333333333334,0.66583281184793,128.33333333333334,36.36390151418499,9.177356680854922,2.3525531490661242,1457.75,973.75,1646.0,1098.5
17,6,3,3.0,1.9,170.0,112.0,11.867358322901142,8.160112924625768,2.6,0.6082762530298106,154.0,36.71511950137176,10.686825330870446,2.18976399920144,1437.75,942.5,1667.5,1206.25
18,6,3,2.9,3.0,180.0,170.0,12.033004745084428,11.867358322901142,2.8000000000000003,0.26457513110643105,170.0,10.000000000000377,12.021228791578013,0.1483334848466681,1477.75,929.25,1670.75,1262.25
19,6,3,2.5,2.9,160.0,180.0,12.163323306748472,12.033004745084428,3.3333333333333335,1.115048578911841,200.33333333333334,53.48208422764896,14.922680976386175,4.8926407738920545,1807.5,753.25,1992.75,1697.75
20,6,3,4.6,2.5,261.0,160.0,20.57171487732563,12.163323306748472,4.333333333333333,1.7156145643276968,248.66666666666666,83.18854087753512,18.625721329789837,5.74227256761758,1898.0,680.5,2102.75,1904.75
21,6,3,5.9,4.6,325.0,261.0,23.142125805295404,20.57171487732563,4.633333333333334,1.2503332889007281,267.6666666666667,54.307764945110094,19.478098030819016,4.316032882095906,1559.5,783.75,1817.5,1648.0
22,6,3,3.4,5.9,217.0,325.0,14.720453409836011,23.142125805295404,3.8000000000000003,1.931320791582792,229.33333333333334,90.13508380943199,15.622259487484905,7.111974584524093,1324.25,923.5,1587.0,1422.75
23,6,3,2.1,3.4,146.0,217.0,9.004199247323303,14.720453409836011,2.566666666666667,0.7234178138070141,171.66666666666666,39.374272480051346,10.854512578717618,3.3490231524795298,1348.75,933.0,1616.5,1348.75
0,0,3,2.2,2.1,152.0,146.0,8.83888507899354,9.004199247323303,2.0333333333333337,0.20816659994658668,134.0,26.153393661243946,8.400214900398536,0.9067406124425879,1238.75,985.0,1546.5,1250.25
1,0,3,1.8,2.2,104.0,152.0,7.357560374878767,8.83888507899354,1.9333333333333336,0.23094010767582746,120.66666666666667,27.153882472554976,7.704884223363898,1.00634301057469,1239.0,1010.25,1543.25,1173.75
2,0,3,1.8,1.8,106.0,104.0,6.918207216219388,7.357560374878767,1.8,0.0,106.0,1.9999999999987779,7.077986262291053,0.24294226264102373,1223.75,998.25,1565.75,1148.75
3,0,3,1.8,1.8,108.0,106.0,6.958191195775006,6.918207216219388,1.5666666666666667,0.4041451884327271,153.62708387319685,80.7666691869511,6.102087114159315,1.4483266102670969,1078.25,1128.25,1486.75,1020.5
4,0,3,1.1,1.8,246.88125161959056,108.0,4.429862930483551,6.958191195775006,1.6842498479715058,0.5358348381955126,140.2937505398635,94.66610554900632,5.127992806392994,1.599779764112814,1077.5,1150.0,1467.5,1012.75
5,0,3,2.152749543914517,1.1,66.0,246.88125161959056,3.9959242929204266,4.429862930483551,1.417583181304839,0.6386330601640902,133.62708387319685,98.69589598329917,4.097233853659642,0.2953086930378083,1074.5,1155.75,1463.75,1010.0
6,0,3,1.0,2.152749543914517,88.0,66.0,3.865914337574949,3.9959242929204266,1.5175831813048388,0.5853009748352537,97.33333333333333,36.89625093872452,4.749052906858179,1.4185391669906773,1156.75,1029.5,1584.0,1083.0
7,0,3,1.4,1.0,138.0,88.0,6.385320090079159,3.865914337574949,1.5333333333333332,0.6110100926607718,151.33333333333334,70.94598884597585,6.645427078057227,2.9182730178432226,1314.0,896.75,1710.25,1234.75
8,0,3,2.2,1.4,228.0,138.0,9.685046806517573,6.385320090079159,3.033333333333333,2.1733231083604014,242.0,111.66019881766285,13.980274852531887,10.428537026585671,1796.75,652.0,2323.0,1679.5
9,0,3,5.5,2.2,360.0,228.0,25.87045766099893,9.685046806517573,5.266666666666667,2.956912804486007,355.3333333333333,125.06531626847362,24.082522332729656,13.591992463753899,1961.25,536.75,2665.25,2184.25
10,0,3,8.1,5.5,478.0,360.0,36.69206253067248,25.87045766099893,6.466666666666666,1.422439219556779,410.6666666666667,60.73988255942987,29.732848318691207,6.038999924129425,1770.5,621.5,2261.5,1973.0
11,0,3,5.8,8.1,394.0,478.0,26.6360247644022,36.69206253067248,6.033333333333334,1.9604421270043397,397.0,79.54244150137711,27.813003462836722,8.352993798734717,1563.5,709.75,2029.0,1798.25
12,0,3,4.2,5.8,319.0,394.0,20.11092309343549,26.6360247644022,4.366666666666666,1.3576941236277449,304.6666666666667,97.29508380865569,20.2811445525718,6.271502281716078,1430.0,830.5,1783.25,1522.0
13,0,3,3.1,4.2,201.0,319.0,14.096485799877708,20.11092309343549,3.4,0.6999999999999882,230.33333333333334,78.23895023153965,16.377709374316364,3.2595353234351703,1417.25,829.5,1830.5,1404.0
14,0,3,2.9,3.1,171.0,201.0,14.9257192296359,14.096485799877708,2.966666666666667,0.11547005383786478,177.0,21.63330765278404,14.819448833687174,0.6761208305110115,1400.25,838.25,1828.5,1263.25
15,0,3,2.9,2.9,159.0,171.0,15.436141471547913,14.9257192296359,2.766666666666667,0.23094010767582274,161.0,9.165151389911928,14.150903639986781,1.802220239021772,1317.25,926.0,1706.75,1137.0
16,0,3,2.5,2.9,153.0,159.0,12.09085021877653,15.436141471547913,2.5666666666666664,0.3055050463303707,151.66666666666666,8.082903768655038,13.01727064424947,2.1138352686288084,1317.75,949.75,1675.0,1068.0
17,0,3,2.3,2.5,143.0,153.0,11.524820242423964,12.09085021877653,2.533333333333333,0.25166114784233595,150.66666666666666,6.806859285554374,12.791834644300616,1.7276753230918276,1445.25,856.5,1823.5,1251.5
18,0,3,2.8,2.3,156.0,143.0,14.75983347170136,11.524820242423964,3.733333333333333,2.064784088793139,204.33333333333334,95.19628844305505,19.477832464526426,11.091989071172698,1917.0,631.25,2447.0,1843.25
19,0,3,6.1,2.8,314.0,156.0,32.14884367945396,14.75983347170136,5.633333333333333,2.6312227829154455,291.3333333333333,125.54414894105315,28.703672276822076,12.580180122811937,2039.75,542.25,2679.0,2122.25
20,0,3,8.0,6.1,404.0,314.0,39.20233967931091,32.14884367945396,6.866666666666667,1.0016652800877606,346.0,50.318982501636555,34.10416280640583,4.454898154107835,1894.75,565.0,2442.75,1991.5
21,0,3,6.5,8.0,320.0,404.0,30.961305060452627,39.20233967931091,6.233333333333333,1.9139836293274026,326.6666666666667,74.22488351848953,30.019755401005995,9.68773600432294,1594.5,678.25,2057.5,1707.0
22,0,3,4.2,6.5,256.0,320.0,19.89562146325444,30.961305060452627,4.633333333333334,1.6921386861996002,256.3333333333333,63.50065616458888,22.057593857769593,8.043669559752747,1438.5,764.25,1856.25,1494.25
23,0,3,3.2,4.2,193.0,256.0,15.31585504960172,19.89562146325444,2.9333333333333336,1.4189197769195145,179.33333333333334,84.33465084609846,14.035626620032183,6.593986380778582,1141.5,1008.25,1547.25,1164.25
0,1,3,1.4,3.2,89.0,193.0,6.895403347240391,15.31585504960172,2.2333333333333334,0.907377172587745,136.33333333333334,52.624455658309024,11.117062521871276,4.210272423561822,1303.6666666667,852.33333333333,1731.3333333333,1271.6666666667
1,1,3,2.1,1.4,127.0,89.0,11.139929168771715,6.895403347240391,1.5666666666666667,0.4725815626252632,98.33333333333333,25.324559884296725,7.813611044125323,2.9754405953793492,1074.25,1097.75,1483.0,1039.75
2,1,3,1.2,2.1,79.0,127.0,5.40550061636386,11.139929168771715,1.3666666666666665,0.6658328118479422,83.0,42.14261501141092,6.452039274086371,4.2621000491383825,968.0,1319.5,1385.75,866.75
3,1,3,0.8,1.2,43.0,79.0,2.810688037123539,5.40550061636386,0.9,0.2645751311064732,122.96041720653018,108.81764517403344,3.5137500668782518,1.6561999812977417,929.25,1375.5,1364.25,825.75
